# Reaction HUMAnN v4.0.0.alpha.1	SRR7947168	SRR7947171	SRR7947175	SRR7947187
RXN-9673	0.00013277	1.98664e-05	0.000159903	1.9726e-05
RXN0-7238	0.00013277	1.98664e-05	0.000159903	1.9726e-05
RXN0-7239	0.00013277	1.98664e-05	0.000159903	1.9726e-05
RXN0-7248	0.00013277	1.98664e-05	0.000159903	1.9726e-05
RXN66-469	0.00013277	1.98664e-05	0.000159903	1.9726e-05
RXN66-477	0.00013277	1.98664e-05	0.000159903	1.9726e-05
RXN66-480	0.00013277	1.98664e-05	0.000159903	1.9726e-05
RXN66-483	0.00013277	1.98664e-05	0.000159903	1.9726e-05
RXN66-484	0.00013277	1.98664e-05	0.000159903	1.9726e-05
TRANS-RXN0-623	0.00013277	1.98664e-05	0.000159903	1.9726e-05
ARGININE--TRNA-LIGASE-RXN	0.000132761	7.48739e-05	0.000209437	0.00019589
3.1.13.1-RXN	0.000132404	5.20706e-05	0.000124509	0.00022888
RXN0-4222	0.000132404	5.20706e-05	0.000124509	0.00022888
RXN0-6479	0.000132404	5.20706e-05	0.000124509	0.00022888
RXN0-6524	0.000132404	5.20706e-05	0.000124509	0.00022888
RXN0-6525	0.000132404	5.20706e-05	0.000124509	0.00022888
GALACTURIDYLYLTRANS-RXN	0.000131943	0.000144483	4.45984e-05	0.000217117
1.8.1.4-RXN	0.0001315	2.58999e-05	6.85219e-05	
RXN-7716	0.0001315	2.58999e-05	6.85219e-05	
RXN-7719	0.0001315	2.58999e-05	6.85219e-05	
RXN-8629	0.0001315	2.58999e-05	6.85219e-05	
RXN0-1132	0.0001315	2.58999e-05	6.85219e-05	
TDCEACT-RXN	0.000131304	0.00041858	0.00019103	0.000484503
RXN-19782	0.000131072	2.79943e-05	5.23175e-05	
RXN-2102	0.000131072	2.79943e-05	5.23175e-05	
DALADALALIG-RXN	0.000130498		0.000159054	0.000306374
GLUTDECARBOX-RXN	0.00012952		5.34778e-05	8.5461e-05
UDP-NACMURALA-GLU-LIG-RXN	0.000129498	6.10207e-05	0.000161502	0.000206935
MERCURY-II-REDUCTASE-RXN	0.000129341		5.02716e-05	
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	0.000129163	4.17741e-05	0.000128522	0.00015678
ADOMET-DMK-METHYLTRANSFER-RXN	0.000128505		6.838e-05	3.73298e-05
RXN-11046	0.000128505		6.838e-05	3.73298e-05
RXN-14177	0.000128505		6.838e-05	3.73298e-05
RXN-19667	0.000128505		6.838e-05	3.73298e-05
RXN-9191	0.000128505		6.838e-05	3.73298e-05
RXN-9205	0.000128505		6.838e-05	3.73298e-05
RXN-9220	0.000128505		6.838e-05	3.73298e-05
RXN-9361	0.000128505		6.838e-05	3.73298e-05
RXN-9362	0.000128505		6.838e-05	3.73298e-05
RXN-9363	0.000128505		6.838e-05	3.73298e-05
RXN-9366	0.000128505		6.838e-05	3.73298e-05
RXN-11601	0.00012846	4.80287e-05	5.59451e-05	0.00010147
PROPIONYL-COA-CARBOXY-RXN	0.000128375		0.000160556	
RXN1G-4355	0.000128375		0.000160556	
RXN-11837	0.000128223	4.08946e-05	0.000164371	0.000232597
AMP-NUCLEOSID-RXN	0.000128178		7.21191e-05	
2.5.1.19-RXN	0.0001278	4.22281e-05	0.000170158	0.000232365
RXN-14971	0.000127116	0.000260862	0.000216703	0.000170302
RXN-15378	0.000127116	0.000260862	0.000216703	0.000170302
RXN-21393	0.000127116	0.000260862	0.000216703	0.000170302
RXN-21394	0.000127116	0.000260862	0.000216703	0.000170302
RXN1YI0-14	0.000127116	0.000260862	0.000216703	0.000170302
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	0.000127116	0.000260862	0.000216703	0.000170302
SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN	0.000127116	0.000260862	0.000216703	0.000170302
RXN-14338	0.000126703		0.000112703	7.65754e-05
RXN-11592	0.000126546		0.000315027	0.000351233
ENOYL-ACP-REDUCT-NADH-RXN	0.000126015		0.000206118	2.77042e-05
RXN-10657	0.000126015		0.000206118	2.77042e-05
RXN-10661	0.000126015		0.000206118	2.77042e-05
RXN-11478	0.000126015		0.000206118	2.77042e-05
RXN-11482	0.000126015		0.000206118	2.77042e-05
RXN-16620	0.000126015		0.000206118	2.77042e-05
RXN-16624	0.000126015		0.000206118	2.77042e-05
RXN-16628	0.000126015		0.000206118	2.77042e-05
RXN-16632	0.000126015		0.000206118	2.77042e-05
RXN-21616	0.000126015		0.000206118	2.77042e-05
RXN-21620	0.000126015		0.000206118	2.77042e-05
RXN-21624	0.000126015		0.000206118	2.77042e-05
RXN-21628	0.000126015		0.000206118	2.77042e-05
RXN-21633	0.000126015		0.000206118	2.77042e-05
RXN-21637	0.000126015		0.000206118	2.77042e-05
RXN-21647	0.000126015		0.000206118	2.77042e-05
RXN-21652	0.000126015		0.000206118	2.77042e-05
RXN-21657	0.000126015		0.000206118	2.77042e-05
RXN-21662	0.000126015		0.000206118	2.77042e-05
RXN-21667	0.000126015		0.000206118	2.77042e-05
RXN-21672	0.000126015		0.000206118	2.77042e-05
RXN-21678	0.000126015		0.000206118	2.77042e-05
RXN-21683	0.000126015		0.000206118	2.77042e-05
RXN-21688	0.000126015		0.000206118	2.77042e-05
RXN-21693	0.000126015		0.000206118	2.77042e-05
RXN-21699	0.000126015		0.000206118	2.77042e-05
RXN-21704	0.000126015		0.000206118	2.77042e-05
RXN-9558	0.000126015		0.000206118	2.77042e-05
RXN-9635	0.000126015		0.000206118	2.77042e-05
RXN-9657	0.000126015		0.000206118	2.77042e-05
RXN-9658	0.000126015		0.000206118	2.77042e-05
RXN-9659	0.000126015		0.000206118	2.77042e-05
RXN-9660	0.000126015		0.000206118	2.77042e-05
RXN-9661	0.000126015		0.000206118	2.77042e-05
RXN-9662	0.000126015		0.000206118	2.77042e-05
RXN-9663	0.000126015		0.000206118	2.77042e-05
RXN0-2145	0.000126015		0.000206118	2.77042e-05
RXN1G-395	0.000126015		0.000206118	2.77042e-05
GPH-RXN	0.00012599	0.000317894	0.000203318	0.000171699
ABC-63-RXN	0.000125253		0.000206687	0.000323428
RXN-12979	0.000124415		9.17921e-05	0.000197813
ASNSYNB-RXN	0.000123172	2.03284e-05	7.62926e-05	0.00019151
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	0.000122677	8.09372e-05	8.70837e-05	6.09147e-05
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	0.000122677	8.09372e-05	8.70837e-05	6.09147e-05
2.8.1.6-RXN	0.000122608		4.11312e-05	8.34717e-05
2.3.1.89-RXN	0.000122366		6.51547e-05	0.000137407
CHORISMATE-SYNTHASE-RXN	0.000122246	5.55881e-05	0.000107414	0.000212797
ALKAPHOSPHA-RXN	0.000121113	5.14589e-05	0.000212493	4.07038e-05
RXN-8748	0.000121113	5.14589e-05	0.000212493	4.07038e-05
1.18.1.2-RXN	0.000120705		2.56129e-05	7.08391e-05
3.1.1.64-RXN	0.0001205	5.94641e-05	6.61959e-05	9.90889e-05
CARBOXYLESTERASE-RXN	0.0001205	5.94641e-05	6.61959e-05	9.90889e-05
RETINYL-PALMITATE-ESTERASE-RXN	0.0001205	5.94641e-05	6.61959e-05	9.90889e-05
RXN-10711	0.0001205	5.94641e-05	6.61959e-05	9.90889e-05
RXN-10767	0.0001205	5.94641e-05	6.61959e-05	9.90889e-05
RXN-12252	0.0001205	5.94641e-05	6.61959e-05	9.90889e-05
RXN-12575	0.0001205	5.94641e-05	6.61959e-05	9.90889e-05
RXN18C3-61	0.0001205	5.94641e-05	6.61959e-05	9.90889e-05
RXNQT-4366	0.0001205	5.94641e-05	6.61959e-05	9.90889e-05
ACETYLORNTRANSAM-RXN	0.000120454	4.08468e-05	7.92525e-05	0.000111615
RXN-15007	0.000120454	4.08468e-05	7.92525e-05	0.000111615
NADPYROPHOSPHAT-RXN	0.000120335	5.06738e-05	0.000140679	0.000297101
RXN0-4401	0.000120335	5.06738e-05	0.000140679	0.000297101
DTDPDEHYRHAMREDUCT-RXN	0.000119515	0.000175687	0.000203507	0.000250507
RXN0-3521	0.000119306		8.84058e-05	0.000100629
PSERPHOSPHA-RXN	0.000119179	7.02106e-05	0.000123583	9.06782e-05
RXN0-5114	0.000119179	7.02106e-05	0.000123583	9.06782e-05
CPM-KDOSYNTH-RXN	0.000119037	5.33001e-05	0.000132715	0.000126329
RHAMNULOKIN-RXN	0.000118949	0.000186519	0.000225089	0.000144943
RXN-15294	0.000118702	0.000151363	0.000171003	0.000154925
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	0.000118575	0.000147698	7.58027e-05	0.000153187
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	0.000117877		4.37351e-05	3.51594e-05
RXN-21514	0.000117877		4.37351e-05	3.51594e-05
3.4.13.9-RXN	0.000117715		0.000102808	0.000148367
RXN-10837	0.000117433	0.0001542	8.22649e-05	6.17084e-05
RXN-9382	0.000117433	0.0001542	8.22649e-05	6.17084e-05
GLUCONATE-5-DEHYDROGENASE-RXN	0.00011731	7.34099e-05	9.49416e-05	1.16553e-05
2-DEHYDROPANTOATE-REDUCT-RXN	0.000117292		8.43072e-05	0.000111083
5.4.1.2-RXN	0.000116698		5.37078e-05	3.53946e-05
3.2.1.83-RXN	0.00011565			
BIOTIN-CARBOXYL-RXN	0.000114931	3.24563e-05	7.12386e-05	2.45989e-05
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	0.000114872		0.000170956	
7KAPSYN-RXN	0.000114782	5.06635e-05	0.000123868	5.17966e-05
RXN-11484	0.000114782	5.06635e-05	0.000123868	5.17966e-05
DARABISOM-RXN	0.000114697	0.000158215	6.80327e-05	0.000162422
RXN-14969	0.000114697	0.000158215	6.80327e-05	0.000162422
GCVP-RXN	0.000114309		0.000145321	0.000101299
PREPHENATEDEHYDRAT-RXN	0.000113105		0.000107541	8.58207e-05
RXN-11600	0.000113021	4.80287e-05	8.76822e-05	0.00038976
2.7.1.90-RXN	0.000113	5.68535e-05	5.90314e-05	7.01734e-05
RXN-21730	0.000113	5.68535e-05	5.90314e-05	7.01734e-05
RXN-9985	0.000111732	4.08468e-05	0.000200458	
ACNEULY-RXN	0.00011136	3.98687e-05	2.45178e-05	0.000123923
RXN-15313	0.00011136	3.98687e-05	2.45178e-05	0.000123923
D-PPENTOMUT-RXN	0.000111029		0.000156002	0.00025883
PPENTOMUT-RXN	0.000111029		0.000156002	0.00025883
OXALOACETATE-TAUTOMERASE-RXN	0.000109871	4.87655e-05	7.43837e-05	2.52879e-05
CHORISMATEMUT-RXN	0.000109078	7.14595e-05	0.000395709	2.08944e-05
RXN-12720	0.000108983	1.62552e-05	0.000206695	7.74226e-05
SULFATE-ADENYLYLTRANS-RXN	0.000108983	1.62552e-05	0.000206695	7.74226e-05
L-ASPARTATE-OXID-RXN	0.000108714	2.43149e-05	0.000118795	0.000337772
GLYRIBONUCSYN-RXN	0.000107475	0.00102086	0.000146081	0.000174594
RXN-12444	0.000107281		4.49335e-05	2.63957e-05
RXN-11839	0.00010686	6.68545e-05	0.000115588	0.000356317
RXN-7682	0.000106547	0.000100556	0.000106833	2.79735e-05
RXN-8751	0.000106547	0.000100556	0.000106833	2.79735e-05
RXN-8752	0.000106547	0.000100556	0.000106833	2.79735e-05
RXN-8753	0.000106547	0.000100556	0.000106833	2.79735e-05
RXN0-901	0.000106547	0.000100556	0.000106833	2.79735e-05
RXN-14455	0.000106472		0.000184445	0.000111148
TRANS-RXN0-207	0.000106472		0.000184445	0.000111148
RXN-14461	0.000105272	5.23426e-05	0.000148893	4.17894e-05
3.1.11.2-RXN	0.000104591	8.66262e-05	0.000115523	9.78962e-05
3.4.22.40-RXN	0.000104162		2.1572e-05	
RXN-21218	0.000104162		2.1572e-05	
RXN-21219	0.000104162		2.1572e-05	
RXN-21220	0.000104162		2.1572e-05	
TRANS-RXN-194	0.000104107	7.66818e-05	7.83722e-05	3.25513e-05
PHOSPHOGLUCMUT-RXN	0.000104049	6.48699e-05	0.000214013	0.000273154
MALATE-DEH-RXN	0.000103953	7.98928e-05	0.000284482	0.000146543
THREDEHYD-RXN	0.000103892	5.86659e-05	1.24178e-05	0.000204849
2.3.1.184-RXN	0.000103836		0.000115152	0.000124616
RXN-10020	0.000103836		0.000115152	0.000124616
RXN-10022	0.000103836		0.000115152	0.000124616
RXN-10023	0.000103836		0.000115152	0.000124616
RXN-10024	0.000103836		0.000115152	0.000124616
RXN-10025	0.000103836		0.000115152	0.000124616
RXN-10026	0.000103836		0.000115152	0.000124616
DIMETHYLMALEATE-HYDRATASE-RXN	0.000103523	1.74041e-05	0.000179057	0.00051978
BUTYRYL-COA-DEHYDROGENASE-RXN	0.000102855		0.000105267	1.8424e-05
PROPCOASYN-RXN	0.000102855		0.000105267	1.8424e-05
RXN-13449	0.000102855		0.000105267	1.8424e-05
3.1.21.2-RXN	0.000102843	6.46301e-05	0.000355144	0.000151943
BETA-PHOSPHOGLUCOMUTASE-RXN	0.000102476	5.44e-05	0.000106189	0.000225884
IGPSYN-RXN	0.000102191	0.000161129	0.000155175	0.000268923
RXN-11588	0.000102032	4.86976e-05	4.98658e-05	0.000132821
GLYCPDIESTER-RXN	0.000101889	4.32199e-05	6.79944e-05	2.53789e-05
RXN-14073	0.000101889	4.32199e-05	6.79944e-05	2.53789e-05
RXN-14136	0.000101889	4.32199e-05	6.79944e-05	2.53789e-05
RXN-20556	0.000101889	4.32199e-05	6.79944e-05	2.53789e-05
RXN-20557	0.000101889	4.32199e-05	6.79944e-05	2.53789e-05
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	0.000101829		0.0001245	0.000129524
RXN0-6550	0.000101829		0.0001245	0.000129524
MALIC-NADP-RXN	0.00010135	4.29017e-05	6.47745e-05	0.000118901
PYROGLUTAMYL-PEPTIDASE-I-RXN	0.000101344	6.09144e-05	0.000149134	
ISOCITDEH-RXN	0.000101196		0.000195842	5.64277e-05
RXN-14249	0.000101033	0.000456186	5.77907e-05	0.000214908
THREODEHYD-RXN	0.000101033	0.000456186	5.77907e-05	0.000214908
ASNSYNA-RXN	0.000100963	8.87847e-05	4.32465e-05	3.66012e-05
ALCOHOL-DEHYDROG-GENERIC-RXN	0.000100738	0.000126719	6.33647e-05	0.000439912
ALCOHOL-DEHYDROG-RXN	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN-10781	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN-10911	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN-10915	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN-12448	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN-13198	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN-5424	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN-7657	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN-7693	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN-7694	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN-7700	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN-7706	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN3O-4113	0.000100738	0.000126719	6.33647e-05	0.000439912
RXN66-478	0.000100738	0.000126719	6.33647e-05	0.000439912
CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN	0.000100725	0.000298989	0.000146484	0.000135407
ADENINE-DEAMINASE-RXN	0.000100255	4.9666e-05	0.000108667	0.00027824
PTAALT-RXN	0.000100121	6.46301e-05		0.000250498
3.1.1.72-RXN	9.93322e-05		1.75163e-05	6.19963e-05
MANNONDEHYDRAT-RXN	9.89838e-05	0.000127826	9.05482e-05	0.000240028
3.5.1.98-RXN	9.89099e-05	0.000795038	2.52732e-05	3.77964e-05
4.2.2.3-RXN	9.86862e-05	4.52327e-05		
3.4.21.102-RXN	9.85255e-05	0.000107838	0.000194359	1.67718e-05
2.5.1.64-RXN	9.82495e-05	2.31249e-05	7.57365e-05	1.84158e-05
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	9.79855e-05	4.97367e-05	0.000202286	
RXN-10949	9.79855e-05	4.97367e-05	0.000202286	
RXN-10952	9.79855e-05	4.97367e-05	0.000202286	
RXN-10953	9.79855e-05	4.97367e-05	0.000202286	
RXN-10954	9.79855e-05	4.97367e-05	0.000202286	
RXN-7253	9.79855e-05	4.97367e-05	0.000202286	
RXN0-5408	9.79855e-05	4.97367e-05	0.000202286	
RXN-8668	9.75496e-05		7.65911e-05	4.62139e-05
ERYTHRON4PDEHYDROG-RXN	9.675e-05		0.000161395	4.61374e-05
3.4.14.12-RXN	9.64137e-05	5.95421e-05	7.93133e-05	3.31318e-05
DMBPPRIBOSYLTRANS-RXN	9.57459e-05	3.44143e-05	8.84644e-05	5.58233e-05
RXN-19295	9.57459e-05	3.44143e-05	8.84644e-05	5.58233e-05
RXN-19298	9.57459e-05	3.44143e-05	8.84644e-05	5.58233e-05
RXN-19299	9.57459e-05	3.44143e-05	8.84644e-05	5.58233e-05
RXN-19300	9.57459e-05	3.44143e-05	8.84644e-05	5.58233e-05
RXN-19301	9.57459e-05	3.44143e-05	8.84644e-05	5.58233e-05
RXN-19306	9.57459e-05	3.44143e-05	8.84644e-05	5.58233e-05
RXN-19316	9.57459e-05	3.44143e-05	8.84644e-05	5.58233e-05
RXN-14400	9.5075e-05			8.9031e-05
RXN-9995	9.5075e-05			8.9031e-05
RXN-11361	9.48805e-05		0.000114146	2.41345e-05
RXN-12174	9.47343e-05	3.66893e-05	4.15322e-05	2.00435e-05
3.4.19.5-RXN	9.45967e-05		3.16089e-05	3.50706e-05
RXN-21711	9.45967e-05		3.16089e-05	3.50706e-05
RXN0-3241	9.45967e-05		3.16089e-05	3.50706e-05
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	9.45609e-05		0.000189554	9.39576e-05
RXN-15635	9.45609e-05		0.000189554	9.39576e-05
3.2.1.10-RXN	9.40539e-05		4.23396e-05	0.000300351
TRNA-CYTIDYLYLTRANSFERASE-RXN	9.3752e-05	6.15579e-05	7.32608e-05	2.04853e-05
RXN0-4181	9.37321e-05	5.08725e-05	0.00019558	0.000340948
RXN-14571	9.34446e-05	2.7445e-05	3.8353e-05	0.000152689
RXN-16001	9.33894e-05	5.90623e-05	2.01299e-05	9.04529e-05
3.2.1.135-RXN	9.30332e-05		0.000121589	
RXN-7737	9.29734e-05		0.000202935	8.49445e-05
RXN0-1483	9.27309e-05	8.48662e-05	7.12835e-05	0.000143102
BETA-GLUCURONID-RXN	9.20048e-05	0.000561104	0.000109298	5.48635e-05
RXN-15289	9.20048e-05	0.000561104	0.000109298	5.48635e-05
RXN-15291	9.20048e-05	0.000561104	0.000109298	5.48635e-05
RXN-11791	9.13682e-05		2.56895e-05	1.59262e-05
THI-P-KIN-RXN	9.12722e-05		7.54966e-05	2.31829e-05
HISTIDINE-AMMONIA-LYASE-RXN	9.1171e-05		0.000120071	
ABC-7-RXN	9.1114e-05	4.16249e-05	6.38865e-06	6.49263e-05
ABC-70-RXN	9.1114e-05	4.16249e-05	6.38865e-06	6.49263e-05
CDP-GLUCOSE-46-DEHYDRATASE-RXN	9.10145e-05		5.16503e-05	
GDPMANDEHYDRA-RXN	9.03946e-05		0.000128391	
2.1.3.9-RXN	8.9849e-05		7.58447e-05	2.44129e-05
RHAMNULPALDOL-RXN	8.96707e-05	0.000237728	3.19811e-05	
RXN-11591	8.93649e-05	6.04929e-05	5.77598e-05	1.18291e-05
HOMOSERDEHYDROG-RXN	8.88696e-05		7.32652e-05	0.000382467
CELLOBIOSE-EPIMERASE-RXN	8.88537e-05	9.18351e-05	0.000205809	
RXN-15344	8.88537e-05	9.18351e-05	0.000205809	
RXN-15709	8.88537e-05	9.18351e-05	0.000205809	
GSAAMINOTRANS-RXN	8.86224e-05		9.49875e-05	7.65988e-05
RXN-16937	8.81726e-05			4.03162e-05
UREASE-RXN	8.81091e-05			3.71333e-05
NMNAMIDOHYDRO-RXN	8.80977e-05		7.24488e-05	
S-CARBOXYMETHYLCYSTEINE-SYNTHASE-RXN	8.77071e-05		2.73843e-05	4.13398e-05
RXN-20788	8.77029e-05		8.13813e-05	0.000129061
UDPACYLGLCNACDEACETYL-RXN	8.77029e-05		8.13813e-05	0.000129061
RXN0-6515	8.72166e-05			0.000363039
OXALATE-DECARBOXYLASE-RXN	8.67765e-05			
3.1.11.6-RXN	8.66764e-05	0.000171397	0.000183016	0.000247754
TAGAKIN-RXN	8.59932e-05	5.53625e-05	2.74226e-05	5.62592e-05
LYSYLTRANSFERASE-RXN	8.581e-05	8.01532e-05	2.40672e-05	0.000207122
1.17.4.2-RXN	8.52272e-05	0.000103025	0.000176716	0.000214266
RXN-21262	8.52272e-05	0.000103025	0.000176716	0.000214266
RXN-21263	8.52272e-05	0.000103025	0.000176716	0.000214266
RXN-21264	8.52272e-05	0.000103025	0.000176716	0.000214266
RXN-21265	8.52272e-05	0.000103025	0.000176716	0.000214266
GSHTRAN-RXN	8.4976e-05	0.000151037	0.00010515	0.000213906
GST-RXN	8.4976e-05	0.000151037	0.00010515	0.000213906
RXN-11663	8.4976e-05	0.000151037	0.00010515	0.000213906
RXN-13673	8.4976e-05	0.000151037	0.00010515	0.000213906
RXN-15680	8.4976e-05	0.000151037	0.00010515	0.000213906
RXN-18405	8.4976e-05	0.000151037	0.00010515	0.000213906
RXN-18407	8.4976e-05	0.000151037	0.00010515	0.000213906
RXN-19573	8.4976e-05	0.000151037	0.00010515	0.000213906
RXN-19600	8.4976e-05	0.000151037	0.00010515	0.000213906
RXN-19601	8.4976e-05	0.000151037	0.00010515	0.000213906
RXN-19610	8.4976e-05	0.000151037	0.00010515	0.000213906
RXN-19611	8.4976e-05	0.000151037	0.00010515	0.000213906
RXN-19626	8.4976e-05	0.000151037	0.00010515	0.000213906
RXNQT-4363	8.4976e-05	0.000151037	0.00010515	0.000213906
RXN0-2661	8.46591e-05		8.79985e-05	4.78745e-05
3.2.1.82-RXN	8.43774e-05		5.1412e-05	
3.4.14.5-RXN	8.4114e-05	0.000214878	0.000127258	
RXN-9590	8.38272e-05	0.000200798	7.09983e-05	0.000320677
TSA-REDUCT-RXN	8.36995e-05		9.03466e-05	0.000101094
3.2.1.14-RXN	8.35025e-05	0.000120112	8.22831e-05	9.05883e-05
3.2.1.49-RXN	8.34453e-05	3.89798e-05	0.000199784	5.46529e-05
RXN-8001	8.29818e-05		0.000113522	0.000258934
3.2.1.99-RXN	8.29542e-05	6.78948e-05	9.23692e-05	2.29069e-05
DIAMINOPIMELATE-DEHYDROGENASE-RXN	8.27224e-05		4.09705e-05	
3.4.13.20-RXN	8.25401e-05		0.000116805	
RXN-19944	8.25401e-05		0.000116805	
6.1.1.23-RXN	8.25396e-05	7.12406e-06	7.14379e-05	4.44959e-05
RXN490-3616	8.25396e-05	7.12406e-06	7.14379e-05	4.44959e-05
1.7.2.2-RXN	8.23208e-05	9.63133e-05	2.41249e-05	
RXN-18605	8.23208e-05	9.63133e-05	2.41249e-05	
FATTY-ACYL-COA-SYNTHASE-RXN	8.17931e-05	0.000199163	7.71513e-05	
RXN-10059	8.17931e-05	0.000199163	7.71513e-05	
RXN-10060	8.17931e-05	0.000199163	7.71513e-05	
RXN-10061	8.17931e-05	0.000199163	7.71513e-05	
RXN-10062	8.17931e-05	0.000199163	7.71513e-05	
RXN-20769	8.17931e-05	0.000199163	7.71513e-05	
RXN-20770	8.17931e-05	0.000199163	7.71513e-05	
RXN-21719	8.17931e-05	0.000199163	7.71513e-05	
RXN-21720	8.17931e-05	0.000199163	7.71513e-05	
RXN-21721	8.17931e-05	0.000199163	7.71513e-05	
RXN-21722	8.17931e-05	0.000199163	7.71513e-05	
RXN-21723	8.17931e-05	0.000199163	7.71513e-05	
RXN-21724	8.17931e-05	0.000199163	7.71513e-05	
RXN-21725	8.17931e-05	0.000199163	7.71513e-05	
RXN-21726	8.17931e-05	0.000199163	7.71513e-05	
RXN1G-499	8.17931e-05	0.000199163	7.71513e-05	
RXN1G-508	8.17931e-05	0.000199163	7.71513e-05	
RXN1G-517	8.17931e-05	0.000199163	7.71513e-05	
RXN1G-526	8.17931e-05	0.000199163	7.71513e-05	
RXN1G-536	8.17931e-05	0.000199163	7.71513e-05	
RXN3O-1803	8.17931e-05	0.000199163	7.71513e-05	
RXN3O-5293	8.17931e-05	0.000199163	7.71513e-05	
RXN3O-5304	8.17931e-05	0.000199163	7.71513e-05	
PGPPHOSPHA-RXN	8.16886e-05	7.06361e-05	5.39973e-05	3.80683e-05
RXN-13313	8.16886e-05	7.06361e-05	5.39973e-05	3.80683e-05
4.1.1.75-RXN	8.15185e-05			
HEMN-RXN	8.13852e-05		1.13045e-05	0.000132531
RXN-13158	8.12912e-05	5.08404e-05	0.000219641	0.00011853
RXN-14986	8.12912e-05	5.08404e-05	0.000219641	0.00011853
RXNQT-4165	8.12912e-05	5.08404e-05	0.000219641	0.00011853
RXNQT-4168	8.12912e-05	5.08404e-05	0.000219641	0.00011853
RXNQT-4171	8.12912e-05	5.08404e-05	0.000219641	0.00011853
RXNQT-4174	8.12912e-05	5.08404e-05	0.000219641	0.00011853
RXNQT-4178	8.12912e-05	5.08404e-05	0.000219641	0.00011853
RXN-11319	8.10436e-05	3.26969e-05	7.81469e-05	0.000164816
RXN-19748	8.10177e-05		6.89029e-05	0.000196669
RFFTRANS-RXN	8.05576e-05		1.75982e-05	7.29566e-05
CHEBDEAMID-RXN	8.05369e-05	1.1095e-05	6.3044e-06	0.000128405
H2NEOPTERINALDOL-RXN	8.0208e-05		2.64378e-05	
RXN-10857	8.0208e-05		2.64378e-05	
FUMARATE-REDUCTASE-NADH-RXN	8.00797e-05			
RXN0-6373	7.99979e-05			1.64716e-05
5.3.1.17-RXN	7.97422e-05	8.77181e-05	9.21745e-05	
DCMP-DEAMINASE-RXN	7.8925e-05	0.000104685	0.000190706	9.63109e-05
2.7.9.3-RXN	7.88393e-05	0.000105128	9.84538e-05	
5-FORMYL-THF-CYCLO-LIGASE-RXN	7.86892e-05	0.000135917	0.000108022	0.000193007
RXN-15479	7.78285e-05		3.46933e-05	
3.4.13.19-RXN	7.76916e-05	4.5946e-05		4.52052e-05
RXN-15682	7.76916e-05	4.5946e-05		4.52052e-05
RXN66-337	7.76916e-05	4.5946e-05		4.52052e-05
3.4.13.18-RXN	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN-6622	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6974	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6975	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6976	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6977	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6978	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6979	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6980	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6981	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6982	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6983	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6984	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6985	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6987	7.73964e-05	5.07234e-05	0.000110801	0.00010799
RXN0-6988	7.73964e-05	5.07234e-05	0.000110801	0.00010799
NITROGENASE-RXN	7.69811e-05		2.73843e-05	5.31809e-05
RXN-20190	7.69811e-05		2.73843e-05	5.31809e-05
LEVANSUCRASE-RXN	7.69679e-05		4.5222e-05	
RXN-1803	7.69679e-05		4.5222e-05	
RXN-1804	7.69679e-05		4.5222e-05	
