Pathway	Taxa	Abundance	Relative Contribution
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|unclassified	29.4583074471	0.011015471540020496
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Blautia.s__Blautia_obeum	27.9793495505	0.010462438455952738
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Senegalimassilia.s__Senegalimassilia_anaerobia	16.9270278939	0.00632959630682191
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Anaerostipes.s__Anaerostipes_hadrus	16.7327739028	0.006256958076864537
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_stercoris	12.8412256879	0.004801774723753442
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|unclassified	302.0988596401	0.11314568824342894
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Roseburia.s__Roseburia_intestinalis	210.7699427693	0.07894008691085798
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	189.3068148878	0.07090145883095675
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Eubacterium.s__Eubacterium_sp_CAG_252	109.5414155831	0.041026764788436657
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Dorea.s__Dorea_longicatena	91.1861004522	0.03415211201455696
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	71.786655978	0.026886399395884802
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Prevotella.s__Prevotella_sp_CAG_279	66.6435890935	0.024960156301084658
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Haemophilus.s__Haemophilus_parainfluenzae	64.3194807235	0.024089703359325
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Blautia.s__Blautia_sp_CAG_52	37.751732753	0.014139231739599722
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Bacteroides.s__Bacteroides_vulgatus	37.6304191064	0.014093795897656362
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Blautia.s__Blautia_obeum	27.2519340342	0.010206721190333135
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Blautia.s__Blautia_wexlerae	26.9410424643	0.010090282350784645
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Anaerostipes.s__Anaerostipes_hadrus	25.288246134	0.009471257245755137
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Bacteroides.s__Bacteroides_stercoris	25.1005048514	0.00940094212885338
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Bifidobacterium.s__Bifidobacterium_adolescentis	21.9932807018	0.008237187272737966
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Bifidobacterium.s__Bifidobacterium_catenulatum	18.6312122333	0.006977985065741388
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Ruminococcus.s__Ruminococcus_lactaris	18.2129427911	0.00682132977758408
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Turicibacter.s__Turicibacter_sanguinis	15.1351182984	0.005668586033586182
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Clostridium.s__Clostridium_sp_AM22_11AC	14.8382384903	0.0055573950471221175
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Gemmiger.s__Gemmiger_formicilis	13.4664719266	0.005043624580910938
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Coprococcus.s__Coprococcus_comes	13.3071532974	0.004983954657057836
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Barnesiella.s__Barnesiella_intestinihominis	13.2501216233	0.004962594470444066
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Agathobaculum.s__Agathobaculum_butyriciproducens	11.9744665199	0.004484820821091712
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Bifidobacterium.s__Bifidobacterium_longum	11.6660841869	0.004369321771042441
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Clostridium.s__Clostridium_sp_CAG_221	10.5225952528	0.003941048580598674
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Senegalimassilia.s__Senegalimassilia_anaerobia	7.6325952227	0.0028586511070737832
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_parasanguinis	6.0634135826	0.002270942378680755
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_salivarius	3.9650762781	0.0014850479242383998
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Dorea.s__Dorea_formicigenerans	3.4460792579	0.0012906669354561995
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Streptococcus.s__Streptococcus_pneumoniae	1.5297830966	0.0005729527133408468
PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6151: S-adenosyl-L-methionine salvage I|g__Bacteroides.s__Bacteroides_uniformis	1.4972861688	0.0005607815741776325
PWY-2942: L-lysine biosynthesis III	PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_coprocola	695.7923820447	0.261976493173086
PWY-2942: L-lysine biosynthesis III	PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_plebeius	640.4824888253	0.24115147088581215
PWY-2942: L-lysine biosynthesis III	PWY-2942: L-lysine biosynthesis III|unclassified	177.3400615332	0.06677125047422888
PWY-2942: L-lysine biosynthesis III	PWY-2942: L-lysine biosynthesis III|g__Dorea.s__Dorea_longicatena	55.9736040888	0.02107491959936475
PWY-2942: L-lysine biosynthesis III	PWY-2942: L-lysine biosynthesis III|g__Senegalimassilia.s__Senegalimassilia_anaerobia	14.1548535311	0.005329519243310747
PWY-2942: L-lysine biosynthesis III	PWY-2942: L-lysine biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	12.557330831	0.004728027468556434
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_coprocola	727.3452095182	0.27774587202721746
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_plebeius	614.6978970863	0.23473008583176636
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|unclassified	155.2263256095	0.05927511531498245
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_massiliensis	91.4054154819	0.034904301972164396
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	71.4341452064	0.027278022448258093
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Dorea.s__Dorea_longicatena	50.1991232749	0.01916916353683637
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Haemophilus.s__Haemophilus_parainfluenzae	40.3707010945	0.015416057510393863
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_vulgatus	28.4931619827	0.010880470536047088
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_stercoris	19.9471722243	0.007617077381433779
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Collinsella.s__Collinsella_aerofaciens	15.7899288528	0.006029581966139173
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	15.1779399023	0.0057958863254677535
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Barnesiella.s__Barnesiella_intestinihominis	12.3035276667	0.004698256035895538
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Paraprevotella.s__Paraprevotella_clara	10.6728451639	0.004075559511861611
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Alistipes.s__Alistipes_putredinis	8.7151043651	0.003327971683894537
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Anaerostipes.s__Anaerostipes_hadrus	8.2269497604	0.003141563738132009
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Eubacterium.s__Eubacterium_eligens	3.4315682696	0.0013103872947652
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Parabacteroides.s__Parabacteroides_merdae	3.3860598559	0.0012930093373905243
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_caccae	2.3172075265	0.0008848546971830571
PWY-7977: L-methionine biosynthesis IV	PWY-7977: L-methionine biosynthesis IV|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.6605974516	0.00025225740522184396
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_coprocola	674.3894107291	0.2591986399090895
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	299.2662796547	0.11502169432537374
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	294.6829894261	0.11326012663960984
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_massiliensis	121.5320131006	0.046710301199766296
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Prevotella.s__Prevotella_sp_CAG_279	72.3410414176	0.02780396495961756
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	50.4025919627	0.01937201723037215
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	34.3067479479	0.0131856495169252
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	32.6002591932	0.012529767978452951
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_adolescentis	22.4056447694	0.00861151221849114
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Blautia.s__Blautia_obeum	15.8944911315	0.0061089786075938365
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	15.6707363373	0.006022979424618711
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Turicibacter.s__Turicibacter_sanguinis	14.6568173391	0.005633284062962158
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	14.4305865111	0.005546333227153939
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Barnesiella.s__Barnesiella_intestinihominis	12.8237945177	0.004928769705722266
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Blautia.s__Blautia_wexlerae	11.3973823104	0.004380534371359343
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Senegalimassilia.s__Senegalimassilia_anaerobia	10.147254051	0.0039000530064487076
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Alistipes.s__Alistipes_putredinis	9.3920772389	0.003609804079829914
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	8.9464428481	0.0034385264379298178
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Clostridium.s__Clostridium_sp_CAG_221	8.472047392	0.003256194605543491
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_catenulatum	6.0107435587	0.002310203171151503
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	2.0491408883	0.0007875783972575135
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	1.7251293847	0.0006630459836224557
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_parasanguinis	1.3366143583	0.0005137219212558006
PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	1.2044909226	0.00046294085279784304
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_plebeius	710.8145625552	0.2755263850564911
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_coprocola	620.1051110824	0.24036553077557313
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	287.1276850762	0.11129661276817245
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_massiliensis	86.6782113829	0.03359826247740698
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Prevotella.s__Prevotella_sp_CAG_279	74.8910666703	0.02902932207595283
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	71.6620877111	0.027777703233404484
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	51.1321664251	0.019819882311598855
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Dorea.s__Dorea_longicatena	46.414585492	0.017991250641426045
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Blautia.s__Blautia_obeum	36.7181876402	0.014232726845047705
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	35.0339077321	0.013579865214253478
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	24.479938779	0.009488929171535217
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	20.8195930219	0.00807010366114437
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Senegalimassilia.s__Senegalimassilia_anaerobia	16.1520284912	0.006260859380134303
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Paraprevotella.s__Paraprevotella_clara	9.6118669401	0.003725757871546262
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Agathobaculum.s__Agathobaculum_butyriciproducens	9.5050137297	0.003684339363338776
PANTO-PWY: phosphopantothenate biosynthesis I	PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	4.2138329036	0.0016333685440931627
CALVIN-PWY: Calvin-Benson-Bassham cycle	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Roseburia.s__Roseburia_intestinalis	287.9736613386	0.11174491328105193
CALVIN-PWY: Calvin-Benson-Bassham cycle	CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	226.2201331885	0.08778215704891815
CALVIN-PWY: Calvin-Benson-Bassham cycle	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	107.788964884	0.04182628535411283
CALVIN-PWY: Calvin-Benson-Bassham cycle	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Haemophilus.s__Haemophilus_parainfluenzae	30.7243622117	0.011922240301432204
CALVIN-PWY: Calvin-Benson-Bassham cycle	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_obeum	24.286050989	0.009423926650410119
CALVIN-PWY: Calvin-Benson-Bassham cycle	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Eubacterium.s__Eubacterium_hallii	23.6519932603	0.009177887739839567
CALVIN-PWY: Calvin-Benson-Bassham cycle	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	21.5317414295	0.00835514806335173
CALVIN-PWY: Calvin-Benson-Bassham cycle	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Collinsella.s__Collinsella_aerofaciens	19.9930897671	0.0077580917360979985
CALVIN-PWY: Calvin-Benson-Bassham cycle	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Anaerostipes.s__Anaerostipes_hadrus	19.6131808778	0.007610672400273349
CALVIN-PWY: Calvin-Benson-Bassham cycle	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_wexlerae	17.6503380388	0.006849013497827784
CALVIN-PWY: Calvin-Benson-Bassham cycle	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Intestinibacter.s__Intestinibacter_bartlettii	14.0359548337	0.0054464930869645945
1CMET2-PWY: folate transformations III (E. coli)	1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_coprocola	612.4398885604	0.23945936270990725
1CMET2-PWY: folate transformations III (E. coli)	1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_plebeius	565.3246150932	0.22103764725816125
1CMET2-PWY: folate transformations III (E. coli)	1CMET2-PWY: folate transformations III (E. coli)|unclassified	140.6521068233	0.05499390959475622
1CMET2-PWY: folate transformations III (E. coli)	1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_massiliensis	97.7773935374	0.038230221089840886
1CMET2-PWY: folate transformations III (E. coli)	1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_vulgatus	46.4696068375	0.018169264684643863
1CMET2-PWY: folate transformations III (E. coli)	1CMET2-PWY: folate transformations III (E. coli)|g__Haemophilus.s__Haemophilus_parainfluenzae	32.7600020075	0.012808912922917125
1CMET2-PWY: folate transformations III (E. coli)	1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_stercoris	16.4284670913	0.006423406334996431
1CMET2-PWY: folate transformations III (E. coli)	1CMET2-PWY: folate transformations III (E. coli)|g__Blautia.s__Blautia_obeum	3.1916751022	0.001247920816761947
PWY-6629: superpathway of L-tryptophan biosynthesis	PWY-6629: superpathway of L-tryptophan biosynthesis|g__Roseburia.s__Roseburia_intestinalis	301.8003781353	0.1219513315051787
PWY-6629: superpathway of L-tryptophan biosynthesis	PWY-6629: superpathway of L-tryptophan biosynthesis|unclassified	98.9576534738	0.03998675441800731
PWY-6629: superpathway of L-tryptophan biosynthesis	PWY-6629: superpathway of L-tryptophan biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	85.0182958141	0.03435414640926176
PWY-6629: superpathway of L-tryptophan biosynthesis	PWY-6629: superpathway of L-tryptophan biosynthesis|g__Eubacterium.s__Eubacterium_sp_CAG_252	81.0093471145	0.032734212614371025
PWY-6629: superpathway of L-tryptophan biosynthesis	PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Blautia_obeum	40.9855098872	0.016561402388044554
PWY-6629: superpathway of L-tryptophan biosynthesis	PWY-6629: superpathway of L-tryptophan biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	40.6133957741	0.016411038721024663
PWY-6629: superpathway of L-tryptophan biosynthesis	PWY-6629: superpathway of L-tryptophan biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	30.2429079571	0.012220537683698563
PWY-6629: superpathway of L-tryptophan biosynthesis	PWY-6629: superpathway of L-tryptophan biosynthesis|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	21.4918528042	0.008684416110341974
PWY-6629: superpathway of L-tryptophan biosynthesis	PWY-6629: superpathway of L-tryptophan biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	16.8257258714	0.006798930094906866
PWY-6629: superpathway of L-tryptophan biosynthesis	PWY-6629: superpathway of L-tryptophan biosynthesis|g__Ruminococcus.s__Ruminococcus_lactaris	13.2155873936	0.005340147316018446
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_coprocola	639.3977414869	0.2619923201676945
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	320.3938734508	0.131280936460126
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	278.9369770692	0.11429403180714857
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_massiliensis	114.8063551833	0.04704174164663582
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Prevotella.s__Prevotella_sp_CAG_279	67.0053602882	0.027455351601265363
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	54.7052399642	0.022415394696612148
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	35.2237856893	0.014432896363332576
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_stercoris	31.5921343383	0.012944832359108805
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Blautia.s__Blautia_obeum	28.9623923585	0.011867299302567184
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_adolescentis	19.7875812377	0.008107933423280596
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Ruminococcus.s__Ruminococcus_lactaris	19.4593170449	0.007973427634599437
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Anaerostipes.s__Anaerostipes_hadrus	14.5577514557	0.00596501806752412
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Collinsella.s__Collinsella_aerofaciens	14.1794042677	0.005809990842400471
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Barnesiella.s__Barnesiella_intestinihominis	11.7309192944	0.004806727587890296
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Blautia.s__Blautia_wexlerae	10.6220722327	0.004352379072785531
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Senegalimassilia.s__Senegalimassilia_anaerobia	9.7922859651	0.0040123753233411484
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Alistipes.s__Alistipes_putredinis	8.6944891527	0.0035625546322568527
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Clostridium.s__Clostridium_sp_CAG_221	7.7885027229	0.003191327974133583
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Veillonella.s__Veillonella_dispar	5.4020128773	0.0022134671355084645
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_catenulatum	4.4731188357	0.0018328541158521901
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	1.7342706436	0.0007106149431477056
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_caccae	1.6035920462	0.0006570695727035288
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Streptococcus.s__Streptococcus_parasanguinis	1.140452311	0.0004672987213008802
PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	1.041372134	0.0004267007589207023
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|unclassified	207.3014411609	0.08545595002249147
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Roseburia.s__Roseburia_intestinalis	186.7393993782	0.07697965190752103
